,subject_id,task,condition,target,response,PROLIFIC_PID
48,34,TMaze,"[75,75]",L,f,603a293ee62ae15da2674441
49,34,TMaze,"[45.00000000000001,105.00000000000001]",L,f,603a293ee62ae15da2674441
50,34,TMaze,"[75,75]",L,j,603a293ee62ae15da2674441
51,34,TMaze,"[60,90.00000000000001]",R,j,603a293ee62ae15da2674441
52,34,TMaze,"[60,90.00000000000001]",R,j,603a293ee62ae15da2674441
53,34,TMaze,"[75,75]",R,j,603a293ee62ae15da2674441
54,34,TMaze,"[75,75]",L,f,603a293ee62ae15da2674441
55,34,TMaze,"[60,90.00000000000001]",L,f,603a293ee62ae15da2674441
56,34,TMaze,"[60,90.00000000000001]",R,j,603a293ee62ae15da2674441
57,34,TMaze,"[60,90.00000000000001]",R,j,603a293ee62ae15da2674441
58,34,TMaze,"[45.00000000000001,105.00000000000001]",R,j,603a293ee62ae15da2674441
59,34,TMaze,"[45.00000000000001,105.00000000000001]",L,f,603a293ee62ae15da2674441
60,34,TMaze,"[60,90.00000000000001]",R,j,603a293ee62ae15da2674441
61,34,TMaze,"[45.00000000000001,105.00000000000001]",R,j,603a293ee62ae15da2674441
62,34,TMaze,"[60,90.00000000000001]",L,f,603a293ee62ae15da2674441
63,34,TMaze,"[60,90.00000000000001]",L,f,603a293ee62ae15da2674441
64,34,TMaze,"[75,75]",R,f,603a293ee62ae15da2674441
65,34,TMaze,"[75,75]",L,j,603a293ee62ae15da2674441
66,34,TMaze,"[45.00000000000001,105.00000000000001]",R,j,603a293ee62ae15da2674441
67,34,TMaze,"[45.00000000000001,105.00000000000001]",R,j,603a293ee62ae15da2674441
68,34,TMaze,"[75,75]",L,j,603a293ee62ae15da2674441
69,34,TMaze,"[45.00000000000001,105.00000000000001]",R,j,603a293ee62ae15da2674441
70,34,TMaze,"[45.00000000000001,105.00000000000001]",R,j,603a293ee62ae15da2674441
71,34,TMaze,"[75,75]",L,j,603a293ee62ae15da2674441
72,34,TMaze,"[60,90.00000000000001]",R,j,603a293ee62ae15da2674441
73,34,TMaze,"[75,75]",R,f,603a293ee62ae15da2674441
74,34,TMaze,"[75,75]",R,f,603a293ee62ae15da2674441
75,34,TMaze,"[45.00000000000001,105.00000000000001]",L,f,603a293ee62ae15da2674441
76,34,TMaze,"[45.00000000000001,105.00000000000001]",L,f,603a293ee62ae15da2674441
77,34,TMaze,"[60,90.00000000000001]",R,j,603a293ee62ae15da2674441
78,34,TMaze,"[75,75]",R,f,603a293ee62ae15da2674441
79,34,TMaze,"[60,90.00000000000001]",R,j,603a293ee62ae15da2674441
80,34,TMaze,"[75,75]",L,j,603a293ee62ae15da2674441
81,34,TMaze,"[75,75]",R,f,603a293ee62ae15da2674441
82,34,TMaze,"[75,75]",R,f,603a293ee62ae15da2674441
83,34,TMaze,"[45.00000000000001,105.00000000000001]",L,f,603a293ee62ae15da2674441
84,34,TMaze,"[75,75]",L,j,603a293ee62ae15da2674441
85,34,TMaze,"[45.00000000000001,105.00000000000001]",L,f,603a293ee62ae15da2674441
86,34,TMaze,"[60,90.00000000000001]",L,f,603a293ee62ae15da2674441
87,34,TMaze,"[45.00000000000001,105.00000000000001]",L,f,603a293ee62ae15da2674441
88,34,TMaze,"[60,90.00000000000001]",R,j,603a293ee62ae15da2674441
89,34,TMaze,"[45.00000000000001,105.00000000000001]",L,f,603a293ee62ae15da2674441
90,34,TMaze,"[45.00000000000001,105.00000000000001]",L,f,603a293ee62ae15da2674441
91,34,TMaze,"[60,90.00000000000001]",L,f,603a293ee62ae15da2674441
92,34,TMaze,"[45.00000000000001,105.00000000000001]",L,f,603a293ee62ae15da2674441
93,34,TMaze,"[45.00000000000001,105.00000000000001]",L,f,603a293ee62ae15da2674441
94,34,TMaze,"[60,90.00000000000001]",R,j,603a293ee62ae15da2674441
95,34,TMaze,"[60,90.00000000000001]",L,f,603a293ee62ae15da2674441
96,34,TMaze,"[45.00000000000001,105.00000000000001]",R,j,603a293ee62ae15da2674441
97,34,TMaze,"[75,75]",L,j,603a293ee62ae15da2674441
98,34,TMaze,"[60,90.00000000000001]",L,j,603a293ee62ae15da2674441
99,34,TMaze,"[75,75]",R,f,603a293ee62ae15da2674441
100,34,TMaze,"[45.00000000000001,105.00000000000001]",L,f,603a293ee62ae15da2674441
101,34,TMaze,"[45.00000000000001,105.00000000000001]",R,j,603a293ee62ae15da2674441
102,34,TMaze,"[60,90.00000000000001]",L,f,603a293ee62ae15da2674441
103,34,TMaze,"[45.00000000000001,105.00000000000001]",R,j,603a293ee62ae15da2674441
104,34,TMaze,"[60,90.00000000000001]",R,j,603a293ee62ae15da2674441
105,34,TMaze,"[75,75]",R,j,603a293ee62ae15da2674441
106,34,TMaze,"[45.00000000000001,105.00000000000001]",L,f,603a293ee62ae15da2674441
107,34,TMaze,"[75,75]",R,j,603a293ee62ae15da2674441
108,34,TMaze,"[60,90.00000000000001]",L,f,603a293ee62ae15da2674441
109,34,TMaze,"[45.00000000000001,105.00000000000001]",R,j,603a293ee62ae15da2674441
110,34,TMaze,"[45.00000000000001,105.00000000000001]",R,j,603a293ee62ae15da2674441
111,34,TMaze,"[60,90.00000000000001]",R,j,603a293ee62ae15da2674441
112,34,TMaze,"[75,75]",L,f,603a293ee62ae15da2674441
113,34,TMaze,"[60,90.00000000000001]",L,f,603a293ee62ae15da2674441
114,34,TMaze,"[75,75]",L,f,603a293ee62ae15da2674441
115,34,TMaze,"[75,75]",L,f,603a293ee62ae15da2674441
116,34,TMaze,"[60,90.00000000000001]",L,f,603a293ee62ae15da2674441
117,34,TMaze,"[45.00000000000001,105.00000000000001]",L,f,603a293ee62ae15da2674441
118,34,TMaze,"[60,90.00000000000001]",L,f,603a293ee62ae15da2674441
119,34,TMaze,"[45.00000000000001,105.00000000000001]",R,j,603a293ee62ae15da2674441
120,34,TMaze,"[60,90.00000000000001]",L,f,603a293ee62ae15da2674441
121,34,TMaze,"[60,90.00000000000001]",R,j,603a293ee62ae15da2674441
122,34,TMaze,"[60,90.00000000000001]",L,f,603a293ee62ae15da2674441
123,34,TMaze,"[60,90.00000000000001]",L,f,603a293ee62ae15da2674441
124,34,TMaze,"[75,75]",R,f,603a293ee62ae15da2674441
125,34,TMaze,"[45.00000000000001,105.00000000000001]",R,j,603a293ee62ae15da2674441
126,34,TMaze,"[60,90.00000000000001]",R,j,603a293ee62ae15da2674441
127,34,TMaze,"[45.00000000000001,105.00000000000001]",L,f,603a293ee62ae15da2674441
128,34,TMaze,"[75,75]",L,j,603a293ee62ae15da2674441
129,34,TMaze,"[45.00000000000001,105.00000000000001]",R,j,603a293ee62ae15da2674441
130,34,TMaze,"[75,75]",L,j,603a293ee62ae15da2674441
131,34,TMaze,"[45.00000000000001,105.00000000000001]",R,j,603a293ee62ae15da2674441
132,34,TMaze,"[75,75]",R,j,603a293ee62ae15da2674441
133,34,TMaze,"[45.00000000000001,105.00000000000001]",R,j,603a293ee62ae15da2674441
134,34,TMaze,"[60,90.00000000000001]",L,f,603a293ee62ae15da2674441
135,34,TMaze,"[75,75]",L,f,603a293ee62ae15da2674441
136,34,TMaze,"[45.00000000000001,105.00000000000001]",R,j,603a293ee62ae15da2674441
137,34,TMaze,"[60,90.00000000000001]",L,f,603a293ee62ae15da2674441
138,34,TMaze,"[75,75]",R,f,603a293ee62ae15da2674441
139,34,TMaze,"[75,75]",L,j,603a293ee62ae15da2674441
140,34,TMaze,"[60,90.00000000000001]",R,j,603a293ee62ae15da2674441
141,34,TMaze,"[45.00000000000001,105.00000000000001]",L,f,603a293ee62ae15da2674441
142,34,TMaze,"[60,90.00000000000001]",L,j,603a293ee62ae15da2674441
143,34,TMaze,"[45.00000000000001,105.00000000000001]",L,f,603a293ee62ae15da2674441
144,34,TMaze,"[45.00000000000001,105.00000000000001]",L,f,603a293ee62ae15da2674441
145,34,TMaze,"[45.00000000000001,105.00000000000001]",R,j,603a293ee62ae15da2674441
146,34,TMaze,"[75,75]",L,f,603a293ee62ae15da2674441
147,34,TMaze,"[60,90.00000000000001]",R,j,603a293ee62ae15da2674441
148,34,TMaze,"[60,90.00000000000001]",R,j,603a293ee62ae15da2674441
149,34,TMaze,"[45.00000000000001,105.00000000000001]",R,j,603a293ee62ae15da2674441
150,34,TMaze,"[45.00000000000001,105.00000000000001]",L,f,603a293ee62ae15da2674441
151,34,TMaze,"[75,75]",L,f,603a293ee62ae15da2674441
152,34,TMaze,"[75,75]",R,f,603a293ee62ae15da2674441
153,34,TMaze,"[60,90.00000000000001]",R,j,603a293ee62ae15da2674441
154,34,TMaze,"[60,90.00000000000001]",R,j,603a293ee62ae15da2674441
155,34,TMaze,"[60,90.00000000000001]",R,j,603a293ee62ae15da2674441
156,34,TMaze,"[45.00000000000001,105.00000000000001]",L,f,603a293ee62ae15da2674441
157,34,TMaze,"[75,75]",L,f,603a293ee62ae15da2674441
158,34,TMaze,"[60,90.00000000000001]",R,j,603a293ee62ae15da2674441
159,34,TMaze,"[75,75]",L,j,603a293ee62ae15da2674441
160,34,TMaze,"[60,90.00000000000001]",R,j,603a293ee62ae15da2674441
161,34,TMaze,"[60,90.00000000000001]",R,j,603a293ee62ae15da2674441
162,34,TMaze,"[45.00000000000001,105.00000000000001]",L,f,603a293ee62ae15da2674441
163,34,TMaze,"[75,75]",R,f,603a293ee62ae15da2674441
164,34,TMaze,"[75,75]",L,j,603a293ee62ae15da2674441
165,34,TMaze,"[75,75]",R,j,603a293ee62ae15da2674441
166,34,TMaze,"[60,90.00000000000001]",R,j,603a293ee62ae15da2674441
167,34,TMaze,"[45.00000000000001,105.00000000000001]",L,f,603a293ee62ae15da2674441
168,34,TMaze,"[60,90.00000000000001]",L,f,603a293ee62ae15da2674441
169,34,TMaze,"[60,90.00000000000001]",L,f,603a293ee62ae15da2674441
170,34,TMaze,"[45.00000000000001,105.00000000000001]",L,f,603a293ee62ae15da2674441
171,34,TMaze,"[75,75]",R,j,603a293ee62ae15da2674441
172,34,TMaze,"[75,75]",R,j,603a293ee62ae15da2674441
173,34,TMaze,"[60,90.00000000000001]",L,j,603a293ee62ae15da2674441
174,34,TMaze,"[75,75]",R,f,603a293ee62ae15da2674441
182,34,HMaze,"[60,90.00000000000001,60,90.00000000000001,60,90.00000000000001]",RD,m,603a293ee62ae15da2674441
183,34,HMaze,"[45.00000000000001,105.00000000000001,75,75,75,75]",RD,p,603a293ee62ae15da2674441
184,34,HMaze,"[75,75,75,75,60,90.00000000000001]",RD,p,603a293ee62ae15da2674441
185,34,HMaze,"[45.00000000000001,105.00000000000001,60,90.00000000000001,75,75]",LU,q,603a293ee62ae15da2674441
186,34,HMaze,"[45.00000000000001,105.00000000000001,75,75,75,75]",LD,z,603a293ee62ae15da2674441
187,34,HMaze,"[45.00000000000001,105.00000000000001,75,75,75,75]",RU,m,603a293ee62ae15da2674441
188,34,HMaze,"[60,90.00000000000001,75,75,45.00000000000001,105.00000000000001]",RD,m,603a293ee62ae15da2674441
189,34,HMaze,"[45.00000000000001,105.00000000000001,45.00000000000001,105.00000000000001,45.00000000000001,105.00000000000001]",LU,q,603a293ee62ae15da2674441
190,34,HMaze,"[60,90.00000000000001,45.00000000000001,105.00000000000001,45.00000000000001,105.00000000000001]",RD,m,603a293ee62ae15da2674441
191,34,HMaze,"[60,90.00000000000001,60,90.00000000000001,60,90.00000000000001]",LU,q,603a293ee62ae15da2674441
192,34,HMaze,"[60,90.00000000000001,60,90.00000000000001,75,75]",RU,z,603a293ee62ae15da2674441
193,34,HMaze,"[75,75,75,75,60,90.00000000000001]",LD,p,603a293ee62ae15da2674441
194,34,HMaze,"[60,90.00000000000001,45.00000000000001,105.00000000000001,60,90.00000000000001]",LD,z,603a293ee62ae15da2674441
195,34,HMaze,"[60,90.00000000000001,75,75,60,90.00000000000001]",LD,z,603a293ee62ae15da2674441
196,34,HMaze,"[60,90.00000000000001,75,75,60,90.00000000000001]",LU,q,603a293ee62ae15da2674441
197,34,HMaze,"[60,90.00000000000001,45.00000000000001,105.00000000000001,75,75]",RU,m,603a293ee62ae15da2674441
198,34,HMaze,"[45.00000000000001,105.00000000000001,75,75,45.00000000000001,105.00000000000001]",RU,p,603a293ee62ae15da2674441
199,34,HMaze,"[60,90.00000000000001,45.00000000000001,105.00000000000001,45.00000000000001,105.00000000000001]",RD,z,603a293ee62ae15da2674441
200,34,HMaze,"[45.00000000000001,105.00000000000001,60,90.00000000000001,75,75]",LD,z,603a293ee62ae15da2674441
201,34,HMaze,"[45.00000000000001,105.00000000000001,60,90.00000000000001,75,75]",RU,q,603a293ee62ae15da2674441
202,34,HMaze,"[75,75,45.00000000000001,105.00000000000001,45.00000000000001,105.00000000000001]",RU,p,603a293ee62ae15da2674441
203,34,HMaze,"[60,90.00000000000001,60,90.00000000000001,75,75]",RD,m,603a293ee62ae15da2674441
204,34,HMaze,"[45.00000000000001,105.00000000000001,75,75,60,90.00000000000001]",RU,p,603a293ee62ae15da2674441
205,34,HMaze,"[60,90.00000000000001,45.00000000000001,105.00000000000001,60,90.00000000000001]",LD,q,603a293ee62ae15da2674441
206,34,HMaze,"[75,75,45.00000000000001,105.00000000000001,75,75]",RD,p,603a293ee62ae15da2674441
207,34,HMaze,"[75,75,45.00000000000001,105.00000000000001,60,90.00000000000001]",RD,p,603a293ee62ae15da2674441
208,34,HMaze,"[45.00000000000001,105.00000000000001,60,90.00000000000001,60,90.00000000000001]",LU,q,603a293ee62ae15da2674441
209,34,HMaze,"[75,75,75,75,75,75]",RD,p,603a293ee62ae15da2674441
210,34,HMaze,"[45.00000000000001,105.00000000000001,75,75,60,90.00000000000001]",RD,m,603a293ee62ae15da2674441
211,34,HMaze,"[60,90.00000000000001,45.00000000000001,105.00000000000001,75,75]",LU,q,603a293ee62ae15da2674441
212,34,HMaze,"[45.00000000000001,105.00000000000001,60,90.00000000000001,45.00000000000001,105.00000000000001]",RD,m,603a293ee62ae15da2674441
213,34,HMaze,"[45.00000000000001,105.00000000000001,45.00000000000001,105.00000000000001,75,75]",RD,p,603a293ee62ae15da2674441
214,34,HMaze,"[45.00000000000001,105.00000000000001,60,90.00000000000001,75,75]",LU,q,603a293ee62ae15da2674441
215,34,HMaze,"[75,75,60,90.00000000000001,75,75]",LD,q,603a293ee62ae15da2674441
216,34,HMaze,"[45.00000000000001,105.00000000000001,60,90.00000000000001,75,75]",RD,m,603a293ee62ae15da2674441
217,34,HMaze,"[60,90.00000000000001,75,75,45.00000000000001,105.00000000000001]",RU,p,603a293ee62ae15da2674441
218,34,HMaze,"[45.00000000000001,105.00000000000001,45.00000000000001,105.00000000000001,45.00000000000001,105.00000000000001]",RD,m,603a293ee62ae15da2674441
219,34,HMaze,"[45.00000000000001,105.00000000000001,45.00000000000001,105.00000000000001,45.00000000000001,105.00000000000001]",LU,q,603a293ee62ae15da2674441
220,34,HMaze,"[45.00000000000001,105.00000000000001,45.00000000000001,105.00000000000001,75,75]",LD,z,603a293ee62ae15da2674441
221,34,HMaze,"[45.00000000000001,105.00000000000001,45.00000000000001,105.00000000000001,60,90.00000000000001]",RD,m,603a293ee62ae15da2674441
222,34,HMaze,"[75,75,45.00000000000001,105.00000000000001,45.00000000000001,105.00000000000001]",LU,p,603a293ee62ae15da2674441
223,34,HMaze,"[45.00000000000001,105.00000000000001,45.00000000000001,105.00000000000001,75,75]",RD,m,603a293ee62ae15da2674441
224,34,HMaze,"[60,90.00000000000001,45.00000000000001,105.00000000000001,45.00000000000001,105.00000000000001]",LU,q,603a293ee62ae15da2674441
225,34,HMaze,"[60,90.00000000000001,75,75,60,90.00000000000001]",LU,z,603a293ee62ae15da2674441
226,34,HMaze,"[45.00000000000001,105.00000000000001,75,75,60,90.00000000000001]",LU,q,603a293ee62ae15da2674441
227,34,HMaze,"[75,75,45.00000000000001,105.00000000000001,75,75]",LD,m,603a293ee62ae15da2674441
228,34,HMaze,"[75,75,60,90.00000000000001,75,75]",RU,m,603a293ee62ae15da2674441
229,34,HMaze,"[60,90.00000000000001,45.00000000000001,105.00000000000001,75,75]",LD,z,603a293ee62ae15da2674441
230,34,HMaze,"[60,90.00000000000001,45.00000000000001,105.00000000000001,60,90.00000000000001]",RD,m,603a293ee62ae15da2674441
231,34,HMaze,"[60,90.00000000000001,45.00000000000001,105.00000000000001,60,90.00000000000001]",LU,q,603a293ee62ae15da2674441
232,34,HMaze,"[60,90.00000000000001,45.00000000000001,105.00000000000001,75,75]",LD,z,603a293ee62ae15da2674441
233,34,HMaze,"[45.00000000000001,105.00000000000001,45.00000000000001,105.00000000000001,45.00000000000001,105.00000000000001]",RD,m,603a293ee62ae15da2674441
234,34,HMaze,"[75,75,45.00000000000001,105.00000000000001,60,90.00000000000001]",LU,q,603a293ee62ae15da2674441
235,34,HMaze,"[75,75,45.00000000000001,105.00000000000001,45.00000000000001,105.00000000000001]",RD,m,603a293ee62ae15da2674441
236,34,HMaze,"[60,90.00000000000001,45.00000000000001,105.00000000000001,60,90.00000000000001]",LU,q,603a293ee62ae15da2674441
237,34,HMaze,"[75,75,45.00000000000001,105.00000000000001,60,90.00000000000001]",LD,z,603a293ee62ae15da2674441
238,34,HMaze,"[60,90.00000000000001,60,90.00000000000001,45.00000000000001,105.00000000000001]",LD,z,603a293ee62ae15da2674441
239,34,HMaze,"[45.00000000000001,105.00000000000001,75,75,45.00000000000001,105.00000000000001]",LD,z,603a293ee62ae15da2674441
240,34,HMaze,"[75,75,60,90.00000000000001,45.00000000000001,105.00000000000001]",LU,p,603a293ee62ae15da2674441
241,34,HMaze,"[45.00000000000001,105.00000000000001,45.00000000000001,105.00000000000001,75,75]",RU,m,603a293ee62ae15da2674441
242,34,HMaze,"[45.00000000000001,105.00000000000001,45.00000000000001,105.00000000000001,45.00000000000001,105.00000000000001]",RD,m,603a293ee62ae15da2674441
243,34,HMaze,"[75,75,75,75,45.00000000000001,105.00000000000001]",LD,p,603a293ee62ae15da2674441
244,34,HMaze,"[60,90.00000000000001,60,90.00000000000001,60,90.00000000000001]",RU,p,603a293ee62ae15da2674441
245,34,HMaze,"[60,90.00000000000001,75,75,45.00000000000001,105.00000000000001]",LU,z,603a293ee62ae15da2674441
246,34,HMaze,"[45.00000000000001,105.00000000000001,75,75,45.00000000000001,105.00000000000001]",RU,p,603a293ee62ae15da2674441
247,34,HMaze,"[45.00000000000001,105.00000000000001,75,75,60,90.00000000000001]",LU,z,603a293ee62ae15da2674441
248,34,HMaze,"[75,75,60,90.00000000000001,75,75]",LU,q,603a293ee62ae15da2674441
249,34,HMaze,"[75,75,75,75,45.00000000000001,105.00000000000001]",LD,z,603a293ee62ae15da2674441
250,34,HMaze,"[75,75,60,90.00000000000001,75,75]",LD,z,603a293ee62ae15da2674441
251,34,HMaze,"[75,75,60,90.00000000000001,60,90.00000000000001]",LD,m,603a293ee62ae15da2674441
252,34,HMaze,"[45.00000000000001,105.00000000000001,45.00000000000001,105.00000000000001,75,75]",LD,z,603a293ee62ae15da2674441
253,34,HMaze,"[60,90.00000000000001,75,75,75,75]",LU,z,603a293ee62ae15da2674441
254,34,HMaze,"[60,90.00000000000001,45.00000000000001,105.00000000000001,45.00000000000001,105.00000000000001]",RU,p,603a293ee62ae15da2674441
255,34,HMaze,"[60,90.00000000000001,60,90.00000000000001,45.00000000000001,105.00000000000001]",RU,p,603a293ee62ae15da2674441
256,34,HMaze,"[60,90.00000000000001,60,90.00000000000001,45.00000000000001,105.00000000000001]",RU,p,603a293ee62ae15da2674441
257,34,HMaze,"[75,75,45.00000000000001,105.00000000000001,75,75]",RD,z,603a293ee62ae15da2674441
258,34,HMaze,"[60,90.00000000000001,60,90.00000000000001,60,90.00000000000001]",LD,z,603a293ee62ae15da2674441
259,34,HMaze,"[75,75,60,90.00000000000001,45.00000000000001,105.00000000000001]",RD,m,603a293ee62ae15da2674441
260,34,HMaze,"[75,75,60,90.00000000000001,45.00000000000001,105.00000000000001]",RD,m,603a293ee62ae15da2674441
261,34,HMaze,"[45.00000000000001,105.00000000000001,60,90.00000000000001,45.00000000000001,105.00000000000001]",RU,p,603a293ee62ae15da2674441
262,34,HMaze,"[75,75,60,90.00000000000001,45.00000000000001,105.00000000000001]",RU,p,603a293ee62ae15da2674441
263,34,HMaze,"[45.00000000000001,105.00000000000001,60,90.00000000000001,60,90.00000000000001]",RD,m,603a293ee62ae15da2674441
264,34,HMaze,"[45.00000000000001,105.00000000000001,45.00000000000001,105.00000000000001,60,90.00000000000001]",LU,q,603a293ee62ae15da2674441
265,34,HMaze,"[75,75,60,90.00000000000001,45.00000000000001,105.00000000000001]",RU,p,603a293ee62ae15da2674441
266,34,HMaze,"[60,90.00000000000001,45.00000000000001,105.00000000000001,75,75]",RD,p,603a293ee62ae15da2674441
267,34,HMaze,"[75,75,45.00000000000001,105.00000000000001,60,90.00000000000001]",RD,m,603a293ee62ae15da2674441
268,34,HMaze,"[45.00000000000001,105.00000000000001,45.00000000000001,105.00000000000001,45.00000000000001,105.00000000000001]",LD,m,603a293ee62ae15da2674441
269,34,HMaze,"[60,90.00000000000001,60,90.00000000000001,60,90.00000000000001]",LD,z,603a293ee62ae15da2674441
270,34,HMaze,"[60,90.00000000000001,75,75,75,75]",LD,z,603a293ee62ae15da2674441
271,34,HMaze,"[60,90.00000000000001,75,75,75,75]",LU,z,603a293ee62ae15da2674441
272,34,HMaze,"[75,75,60,90.00000000000001,75,75]",RD,m,603a293ee62ae15da2674441
273,34,HMaze,"[60,90.00000000000001,75,75,60,90.00000000000001]",LU,z,603a293ee62ae15da2674441
274,34,HMaze,"[45.00000000000001,105.00000000000001,75,75,60,90.00000000000001]",LU,q,603a293ee62ae15da2674441
275,34,HMaze,"[60,90.00000000000001,45.00000000000001,105.00000000000001,45.00000000000001,105.00000000000001]",LD,z,603a293ee62ae15da2674441
276,34,HMaze,"[45.00000000000001,105.00000000000001,75,75,45.00000000000001,105.00000000000001]",LU,q,603a293ee62ae15da2674441
277,34,HMaze,"[75,75,45.00000000000001,105.00000000000001,75,75]",LD,m,603a293ee62ae15da2674441
278,34,HMaze,"[45.00000000000001,105.00000000000001,75,75,45.00000000000001,105.00000000000001]",LU,q,603a293ee62ae15da2674441
279,34,HMaze,"[45.00000000000001,105.00000000000001,45.00000000000001,105.00000000000001,60,90.00000000000001]",LU,q,603a293ee62ae15da2674441
280,34,HMaze,"[60,90.00000000000001,45.00000000000001,105.00000000000001,75,75]",LD,z,603a293ee62ae15da2674441
281,34,HMaze,"[60,90.00000000000001,60,90.00000000000001,45.00000000000001,105.00000000000001]",LD,z,603a293ee62ae15da2674441
282,34,HMaze,"[75,75,75,75,45.00000000000001,105.00000000000001]",LU,q,603a293ee62ae15da2674441
283,34,HMaze,"[75,75,60,90.00000000000001,60,90.00000000000001]",RD,q,603a293ee62ae15da2674441
284,34,HMaze,"[60,90.00000000000001,45.00000000000001,105.00000000000001,60,90.00000000000001]",LD,z,603a293ee62ae15da2674441
285,34,HMaze,"[60,90.00000000000001,75,75,45.00000000000001,105.00000000000001]",LD,q,603a293ee62ae15da2674441
286,34,HMaze,"[45.00000000000001,105.00000000000001,45.00000000000001,105.00000000000001,75,75]",RU,p,603a293ee62ae15da2674441
287,34,HMaze,"[60,90.00000000000001,60,90.00000000000001,75,75]",LD,z,603a293ee62ae15da2674441
288,34,HMaze,"[60,90.00000000000001,45.00000000000001,105.00000000000001,60,90.00000000000001]",RD,m,603a293ee62ae15da2674441
289,34,HMaze,"[75,75,75,75,75,75]",RU,z,603a293ee62ae15da2674441
290,34,HMaze,"[75,75,45.00000000000001,105.00000000000001,60,90.00000000000001]",RU,p,603a293ee62ae15da2674441
291,34,HMaze,"[75,75,45.00000000000001,105.00000000000001,45.00000000000001,105.00000000000001]",LD,m,603a293ee62ae15da2674441
292,34,HMaze,"[60,90.00000000000001,75,75,60,90.00000000000001]",LD,z,603a293ee62ae15da2674441
293,34,HMaze,"[75,75,45.00000000000001,105.00000000000001,60,90.00000000000001]",RU,q,603a293ee62ae15da2674441
294,34,HMaze,"[60,90.00000000000001,60,90.00000000000001,75,75]",LD,z,603a293ee62ae15da2674441
295,34,HMaze,"[75,75,60,90.00000000000001,45.00000000000001,105.00000000000001]",RD,m,603a293ee62ae15da2674441
296,34,HMaze,"[60,90.00000000000001,45.00000000000001,105.00000000000001,45.00000000000001,105.00000000000001]",LD,z,603a293ee62ae15da2674441
297,34,HMaze,"[75,75,60,90.00000000000001,60,90.00000000000001]",RD,z,603a293ee62ae15da2674441
